Zone,Year,Disease,Number of Cases,"Rate per 100,000 population"
Central,2018,Meningococcal Disease Invasive,1,0.2
Nova Scotia,2018,Meningococcal Disease Invasive,4,0.4
Western,2018,Methicillin Resistant Staphylococcus Aureus (MRSA),207,104.5
Northern,2018,Methicillin Resistant Staphylococcus Aureus (MRSA),118,78.2
Eastern,2018,Methicillin Resistant Staphylococcus Aureus (MRSA),96,59.7
Central,2018,Methicillin Resistant Staphylococcus Aureus (MRSA),221,49.1
Nova Scotia,2018,Methicillin Resistant Staphylococcus Aureus (MRSA),642,66.9
Western,2018,Mpox,0,0
Northern,2018,Mpox,0,0
Eastern,2018,Mpox,0,0
Central,2018,Mpox,0,0
Nova Scotia,2018,Mpox,0,0
Western,2018,Mumps,0,0
Northern,2018,Mumps,3,2
Eastern,2018,Mumps,42,26.1
Central,2018,Mumps,32,7.1
Nova Scotia,2018,Mumps,77,8
Western,2018,Pertussis,0,0
Northern,2018,Pertussis,0,0
Eastern,2018,Pertussis,0,0
Central,2018,Pertussis,3,0.7
Nova Scotia,2018,Pertussis,3,0.3
Western,2018,Plague,0,0
Northern,2018,Plague,0,0
Eastern,2018,Plague,0,0
Central,2018,Plague,0,0
Nova Scotia,2018,Plague,0,0
Western,2018,Pneumococcal Disease Invasive,13,6.6
Northern,2018,Pneumococcal Disease Invasive,5,3.3
Eastern,2018,Pneumococcal Disease Invasive,17,10.6
Central,2018,Pneumococcal Disease Invasive,26,5.8
Nova Scotia,2018,Pneumococcal Disease Invasive,61,6.4
Western,2018,Poliomyelitis,0,0
Northern,2018,Poliomyelitis,0,0
Eastern,2018,Poliomyelitis,0,0
Central,2018,Poliomyelitis,0,0
Nova Scotia,2018,Poliomyelitis,0,0
Western,2018,Powassan Virus Disease,0,0
Northern,2018,Powassan Virus Disease,0,0
Eastern,2018,Powassan Virus Disease,0,0
Central,2018,Powassan Virus Disease,0,0
Nova Scotia,2018,Powassan Virus Disease,0,0
Western,2018,Q-Fever,0,0
Northern,2018,Q-Fever,0,0
Eastern,2018,Q-Fever,0,0
Central,2018,Q-Fever,0,0
Nova Scotia,2018,Q-Fever,0,0
Western,2018,Rabies,0,0
Northern,2018,Rabies,0,0
Eastern,2018,Rabies,0,0
Central,2018,Rabies,0,0
Nova Scotia,2018,Rabies,0,0
Western,2018,Rubella,0,0
Northern,2018,Rubella,0,0
Eastern,2018,Rubella,0,0
Central,2018,Rubella,0,0
Nova Scotia,2018,Rubella,0,0
Western,2018,Salmonellosis,38,19.2
Northern,2018,Salmonellosis,22,14.6
Eastern,2018,Salmonellosis,27,16.8
Central,2018,Salmonellosis,97,21.5
Nova Scotia,2018,Salmonellosis,184,19.2
Western,2018,Severe Acute Respiratory Infection (SARI),0,0
Northern,2018,Severe Acute Respiratory Infection (SARI),0,0
Eastern,2018,Severe Acute Respiratory Infection (SARI),0,0
Central,2018,Severe Acute Respiratory Infection (SARI),0,0
Nova Scotia,2018,Severe Acute Respiratory Infection (SARI),0,0
Western,2018,Severe Acute Respiratory Syndrome (SARS),0,0
Northern,2018,Severe Acute Respiratory Syndrome (SARS),0,0
Eastern,2018,Severe Acute Respiratory Syndrome (SARS),0,0
Central,2018,Severe Acute Respiratory Syndrome (SARS),0,0
Nova Scotia,2018,Severe Acute Respiratory Syndrome (SARS),0,0
Western,2018,Shellfish Poisoning,0,0
Northern,2018,Shellfish Poisoning,0,0
Eastern,2018,Shellfish Poisoning,0,0
Central,2018,Shellfish Poisoning,0,0
Nova Scotia,2018,Shellfish Poisoning,0,0
Western,2018,Shigellosis,0,0
Northern,2018,Shigellosis,1,0.7
Eastern,2018,Shigellosis,0,0
Central,2018,Shigellosis,3,0.7
Nova Scotia,2018,Shigellosis,4,0.4
Western,2018,Smallpox,0,0
Northern,2018,Smallpox,0,0
Eastern,2018,Smallpox,0,0
Central,2018,Smallpox,0,0
Nova Scotia,2018,Smallpox,0,0
Western,2018,Syphilis - Infectious,4,2.1
Northern,2018,Syphilis - Infectious,1,0.7
Eastern,2018,Syphilis - Infectious,4,2.5
Central,2018,Syphilis - Infectious,23,5.1
Nova Scotia,2018,Syphilis - Infectious,32,3.3
Western,2018,Syphilis - Non-Infectious or Stage Pending,1,0.5
Northern,2018,Syphilis - Non-Infectious or Stage Pending,1,0.7
Eastern,2018,Syphilis - Non-Infectious or Stage Pending,1,0.6
Central,2018,Syphilis - Non-Infectious or Stage Pending,13,2.9
Nova Scotia,2018,Syphilis - Non-Infectious or Stage Pending,16,1.7
Western,2018,Tetanus,0,0
Northern,2018,Tetanus,0,0
Eastern,2018,Tetanus,0,0
Central,2018,Tetanus,0,0
Nova Scotia,2018,Tetanus,0,0
Western,2018,Toxoplasmosis,0,0
Northern,2018,Toxoplasmosis,0,0
Eastern,2018,Toxoplasmosis,0,0
Central,2018,Toxoplasmosis,0,0
Nova Scotia,2018,Toxoplasmosis,0,0
Western,2018,Tuberculosis,2,1
Northern,2018,Tuberculosis,0,0
Eastern,2018,Tuberculosis,0,0
Central,2018,Tuberculosis,7,1.6
Nova Scotia,2018,Tuberculosis,9,0.9
Western,2018,Tularemia,0,0
Northern,2018,Tularemia,0,0
Eastern,2018,Tularemia,0,0
Central,2018,Tularemia,0,0
Nova Scotia,2018,Tularemia,0,0
Western,2018,Typhoid,0,0
Northern,2018,Typhoid,0,0
Eastern,2018,Typhoid,0,0
Central,2018,Typhoid,0,0
Nova Scotia,2018,Typhoid,0,0
Western,2018,Vancomycin resistant Enterococcus (VRE),3,1.5
Northern,2018,Vancomycin resistant Enterococcus (VRE),8,5.3
Eastern,2018,Vancomycin resistant Enterococcus (VRE),6,3.7
Central,2018,Vancomycin resistant Enterococcus (VRE),14,3.1
Nova Scotia,2018,Vancomycin resistant Enterococcus (VRE),31,3.2
Western,2018,Verotoxigenic E. coli,2,1
Northern,2018,Verotoxigenic E. coli,0,0
Eastern,2018,Verotoxigenic E. coli,0,0
Central,2018,Verotoxigenic E. coli,3,0.7
Nova Scotia,2018,Verotoxigenic E. coli,5,0.5
Western,2018,Viral Hemorrhagic Fever,0,0
Northern,2018,Viral Hemorrhagic Fever,0,0
Eastern,2018,Viral Hemorrhagic Fever,0,0
Central,2018,Viral Hemorrhagic Fever,0,0
Nova Scotia,2018,Viral Hemorrhagic Fever,0,0
Western,2018,West Nile Virus,0,0
Northern,2018,West Nile Virus,0,0
Eastern,2018,West Nile Virus,0,0
Central,2018,West Nile Virus,0,0
Nova Scotia,2018,West Nile Virus,0,0
Western,2018,Yellow Fever,0,0
Northern,2018,Yellow Fever,0,0
Eastern,2018,Yellow Fever,0,0
Central,2018,Yellow Fever,0,0
Nova Scotia,2018,Yellow Fever,0,0
Western,2018,Yersiniosis,0,0
Northern,2018,Yersiniosis,0,0
Eastern,2018,Yersiniosis,0,0
Central,2018,Yersiniosis,0,0
Nova Scotia,2018,Yersiniosis,0,0
Western,2019,Acquired Immune Deficiency Syndrome,0,0
Northern,2019,Acquired Immune Deficiency Syndrome,0,0
Eastern,2019,Acquired Immune Deficiency Syndrome,0,0
Central,2019,Acquired Immune Deficiency Syndrome,0,0
Nova Scotia,2019,Acquired Immune Deficiency Syndrome,0,0
Western,2019,Acute Flaccid Paralysis,0,0
Northern,2019,Acute Flaccid Paralysis,0,0
Eastern,2019,Acute Flaccid Paralysis,0,0
Central,2019,Acute Flaccid Paralysis,0,0
Nova Scotia,2019,Acute Flaccid Paralysis,0,0
Western,2019,Amebiasis,0,0
Northern,2019,Amebiasis,0,0
Eastern,2019,Amebiasis,0,0
Central,2019,Amebiasis,0,0
Nova Scotia,2019,Amebiasis,0,0
Western,2019,Anaplasmosis,0,0
Northern,2019,Anaplasmosis,0,0
Eastern,2019,Anaplasmosis,0,0
Central,2019,Anaplasmosis,0,0
Nova Scotia,2019,Anaplasmosis,0,0
Western,2019,Anthrax,0,0
Northern,2019,Anthrax,0,0
Eastern,2019,Anthrax,0,0
Central,2019,Anthrax,0,0
Nova Scotia,2019,Anthrax,0,0
Western,2019,Babesiosis,0,0
Northern,2019,Babesiosis,0,0
Eastern,2019,Babesiosis,0,0
Central,2019,Babesiosis,0,0
Nova Scotia,2019,Babesiosis,0,0
Western,2019,Botulism,0,0
Northern,2019,Botulism,0,0
Eastern,2019,Botulism,0,0
Central,2019,Botulism,0,0
Nova Scotia,2019,Botulism,0,0
Western,2019,Brucellosis,0,0
Northern,2019,Brucellosis,0,0
Eastern,2019,Brucellosis,0,0
Central,2019,Brucellosis,0,0
Nova Scotia,2019,Brucellosis,0,0
Western,2019,Campylobacteriosis,73,36.7
Northern,2019,Campylobacteriosis,34,22.9
Eastern,2019,Campylobacteriosis,18,11.1
Central,2019,Campylobacteriosis,96,20.8
Nova Scotia,2019,Campylobacteriosis,221,22.8
Western,2019,Chlamydia,449,225.4
Northern,2019,Chlamydia,325,218.9
Eastern,2019,Chlamydia,520,320.8
Central,2019,Chlamydia,1884,408.1
Nova Scotia,2019,Chlamydia,3178,327.2
Western,2019,Cholera,0,0
Northern,2019,Cholera,0,0
Eastern,2019,Cholera,0,0
Central,2019,Cholera,0,0
Nova Scotia,2019,Cholera,0,0
Western,2019,Clostridium difficile,165,82.8
Northern,2019,Clostridium difficile,129,86.9
Eastern,2019,Clostridium difficile,244,150.5
Central,2019,Clostridium difficile,369,79.9
Nova Scotia,2019,Clostridium difficile,907,93.4
Western,2019,Creutzfeldt-Jakob Disease - Classic,0,0
Northern,2019,Creutzfeldt-Jakob Disease - Classic,0,0
Eastern,2019,Creutzfeldt-Jakob Disease - Classic,1,0.6
Central,2019,Creutzfeldt-Jakob Disease - Classic,1,0.1
Nova Scotia,2019,Creutzfeldt-Jakob Disease - Classic,2,0.2
Western,2019,Creutzfeldt-Jakob Disease - Unknown,0,0
Northern,2019,Creutzfeldt-Jakob Disease - Unknown,0,0
Eastern,2019,Creutzfeldt-Jakob Disease - Unknown,0,0
Central,2019,Creutzfeldt-Jakob Disease - Unknown,0,0
Nova Scotia,2019,Creutzfeldt-Jakob Disease - Unknown,0,0
Western,2019,Creutzfeldt-Jakob Disease - Variant,0,0
Northern,2019,Creutzfeldt-Jakob Disease - Variant,0,0
Eastern,2019,Creutzfeldt-Jakob Disease - Variant,0,0
Central,2019,Creutzfeldt-Jakob Disease - Variant,0,0
Nova Scotia,2019,Creutzfeldt-Jakob Disease - Variant,0,0
Western,2019,Cryptosporidiosis,10,5
Northern,2019,Cryptosporidiosis,9,6.1
Eastern,2019,Cryptosporidiosis,5,3.1
Central,2019,Cryptosporidiosis,16,3.5
Nova Scotia,2019,Cryptosporidiosis,40,4.1
Western,2019,Cyclosporiasis,0,0
Northern,2019,Cyclosporiasis,0,0
Eastern,2019,Cyclosporiasis,0,0
Central,2019,Cyclosporiasis,1,0.2
Nova Scotia,2019,Cyclosporiasis,1,0.1
Western,2019,Diphtheria,0,0
Northern,2019,Diphtheria,0,0
Eastern,2019,Diphtheria,0,0
Central,2019,Diphtheria,0,0
Nova Scotia,2019,Diphtheria,0,0
Western,2019,Ebola Virus Disease,0,0
Northern,2019,Ebola Virus Disease,0,0
Eastern,2019,Ebola Virus Disease,0,0
Central,2019,Ebola Virus Disease,0,0
Nova Scotia,2019,Ebola Virus Disease,0,0
Western,2019,Encephalitis - Viral,0,0
Northern,2019,Encephalitis - Viral,0,0
Eastern,2019,Encephalitis - Viral,0,0
Central,2019,Encephalitis - Viral,0,0
Nova Scotia,2019,Encephalitis - Viral,0,0
Western,2019,Giardiasis,22,11
Northern,2019,Giardiasis,13,8.8
Eastern,2019,Giardiasis,10,6.2
Central,2019,Giardiasis,61,13.2
Nova Scotia,2019,Giardiasis,106,10.9
Western,2019,Gonorrhea,14,7
Northern,2019,Gonorrhea,14,9.4
Eastern,2019,Gonorrhea,4,2.5
Central,2019,Gonorrhea,205,44.4
Nova Scotia,2019,Gonorrhea,237,24.4
Western,2019,Group A Streptococcal Disease Invasive,0,0
Northern,2019,Group A Streptococcal Disease Invasive,0,0
Eastern,2019,Group A Streptococcal Disease Invasive,0,0
Central,2019,Group A Streptococcal Disease Invasive,0,0
Nova Scotia,2019,Group A Streptococcal Disease Invasive,0,0
Western,2019,Group A Streptococcal Disease Invasive -> non-Severe,9,4.5
Northern,2019,Group A Streptococcal Disease Invasive -> non-Severe,7,4.7
Eastern,2019,Group A Streptococcal Disease Invasive -> non-Severe,13,8
Central,2019,Group A Streptococcal Disease Invasive -> non-Severe,12,2.6
Nova Scotia,2019,Group A Streptococcal Disease Invasive -> non-Severe,41,4.2
Western,2019,Group A Streptococcal Disease Invasive -> Severe,6,3
Northern,2019,Group A Streptococcal Disease Invasive -> Severe,0,0
Eastern,2019,Group A Streptococcal Disease Invasive -> Severe,7,4.3
Central,2019,Group A Streptococcal Disease Invasive -> Severe,5,1.1
Nova Scotia,2019,Group A Streptococcal Disease Invasive -> Severe,18,1.9
Western,2019,Group B Streptococcal Disease of the Newborn,0,0
Northern,2019,Group B Streptococcal Disease of the Newborn,1,0.7
Eastern,2019,Group B Streptococcal Disease of the Newborn,2,1.2
Central,2019,Group B Streptococcal Disease of the Newborn,0,0
Nova Scotia,2019,Group B Streptococcal Disease of the Newborn,3,0.3
Western,2019,Haemophilus influenzae Type b Invasive Disease,0,0
Northern,2019,Haemophilus influenzae Type b Invasive Disease,0,0
Eastern,2019,Haemophilus influenzae Type b Invasive Disease,0,0
Central,2019,Haemophilus influenzae Type b Invasive Disease,0,0
Nova Scotia,2019,Haemophilus influenzae Type b Invasive Disease,0,0
Western,2019,Hantavirus Pulmonary Syndrome,0,0
Northern,2019,Hantavirus Pulmonary Syndrome,0,0
Eastern,2019,Hantavirus Pulmonary Syndrome,0,0
Central,2019,Hantavirus Pulmonary Syndrome,0,0
Nova Scotia,2019,Hantavirus Pulmonary Syndrome,0,0
Western,2019,Hepatitis A,0,0
Northern,2019,Hepatitis A,1,0.7
Eastern,2019,Hepatitis A,1,0.6
Central,2019,Hepatitis A,2,0.4
Nova Scotia,2019,Hepatitis A,4,0.4
Western,2019,Hepatitis B - Acute,0,0
Northern,2019,Hepatitis B - Acute,1,0.7
Eastern,2019,Hepatitis B - Acute,0,0
Central,2019,Hepatitis B - Acute,3,0.6
Nova Scotia,2019,Hepatitis B - Acute,4,0.4
Western,2019,Hepatitis B - Chronic,1,0.5
Northern,2019,Hepatitis B - Chronic,1,0.7
Eastern,2019,Hepatitis B - Chronic,5,3.1
Central,2019,Hepatitis B - Chronic,15,3.2
Nova Scotia,2019,Hepatitis B - Chronic,22,2.3
Western,2019,Hepatitis B - Chronic or Unspecified,0,0
Northern,2019,Hepatitis B - Chronic or Unspecified,0,0
Eastern,2019,Hepatitis B - Chronic or Unspecified,0,0
Central,2019,Hepatitis B - Chronic or Unspecified,0,0
Nova Scotia,2019,Hepatitis B - Chronic or Unspecified,0,0
Western,2019,Hepatitis C,38,19.1
Northern,2019,Hepatitis C,75,50.5
Eastern,2019,Hepatitis C,100,61.7
Central,2019,Hepatitis C,137,29.7
Nova Scotia,2019,Hepatitis C,350,36
Western,2019,Hepatitis E,0,0
Northern,2019,Hepatitis E,0,0
Eastern,2019,Hepatitis E,0,0
Central,2019,Hepatitis E,0,0
Nova Scotia,2019,Hepatitis E,0,0
Western,2019,Human Immunodeficiency Virus,0,0
Northern,2019,Human Immunodeficiency Virus,1,0.7
Eastern,2019,Human Immunodeficiency Virus,4,2.5
Central,2019,Human Immunodeficiency Virus,14,3
Nova Scotia,2019,Human Immunodeficiency Virus,19,2
Western,2019,Influenza,0,0
Northern,2019,Influenza,0,0
Eastern,2019,Influenza,0,0
Central,2019,Influenza,0,0
Nova Scotia,2019,Influenza,0,0
Western,2019,Legionellosis,1,0.5
Northern,2019,Legionellosis,1,0.7
Eastern,2019,Legionellosis,0,0
Central,2019,Legionellosis,5,1.1
Nova Scotia,2019,Legionellosis,7,0.7
Western,2019,Leprosy,0,0
Northern,2019,Leprosy,0,0
Eastern,2019,Leprosy,0,0
Central,2019,Leprosy,0,0
Nova Scotia,2019,Leprosy,0,0
Western,2019,Listeriosis - Invasive,0,0
Northern,2019,Listeriosis - Invasive,0,0
Eastern,2019,Listeriosis - Invasive,0,0
Central,2019,Listeriosis - Invasive,2,0.4
Nova Scotia,2019,Listeriosis - Invasive,2,0.2
Western,2019,Lyme Disease - Confirmed,268,134.6
Northern,2019,Lyme Disease - Confirmed,83,55.9
Eastern,2019,Lyme Disease - Confirmed,3,1.9
Central,2019,Lyme Disease - Confirmed,80,17.3
Nova Scotia,2019,Lyme Disease - Confirmed,434,44.7
Western,2019,Lyme Disease - Probable,370,185.8
Northern,2019,Lyme Disease - Probable,9,6.1
Eastern,2019,Lyme Disease - Probable,1,0.6
Central,2019,Lyme Disease - Probable,16,3.5
Nova Scotia,2019,Lyme Disease - Probable,396,40.8
Western,2019,Lymphogranuloma Venereum,0,0
Northern,2019,Lymphogranuloma Venereum,0,0
Eastern,2019,Lymphogranuloma Venereum,0,0
Central,2019,Lymphogranuloma Venereum,0,0
Nova Scotia,2019,Lymphogranuloma Venereum,0,0
Western,2019,Malaria,0,0
Northern,2019,Malaria,0,0
Eastern,2019,Malaria,0,0
Central,2019,Malaria,4,0.9
Nova Scotia,2019,Malaria,4,0.4
Western,2019,Measles,0,0
Northern,2019,Measles,0,0
Eastern,2019,Measles,0,0
Central,2019,Measles,0,0
Nova Scotia,2019,Measles,0,0
Western,2019,Meningitis - Bacterial,0,0
Northern,2019,Meningitis - Bacterial,0,0
Eastern,2019,Meningitis - Bacterial,0,0
Central,2019,Meningitis - Bacterial,1,0.2
Nova Scotia,2019,Meningitis - Bacterial,1,0.1
Western,2019,Meningitis - Viral,0,0
Northern,2019,Meningitis - Viral,0,0
Eastern,2019,Meningitis - Viral,0,0
Central,2019,Meningitis - Viral,0,0
Nova Scotia,2019,Meningitis - Viral,0,0
Western,2019,Meningococcal Disease Invasive,2,1
Northern,2019,Meningococcal Disease Invasive,0,0
Eastern,2019,Meningococcal Disease Invasive,0,0
Central,2019,Meningococcal Disease Invasive,4,0.9
Nova Scotia,2019,Meningococcal Disease Invasive,6,0.6
Western,2019,Methicillin Resistant Staphylococcus Aureus (MRSA),143,71.8
Northern,2019,Methicillin Resistant Staphylococcus Aureus (MRSA),107,72.1
Eastern,2019,Methicillin Resistant Staphylococcus Aureus (MRSA),141,87
Central,2019,Methicillin Resistant Staphylococcus Aureus (MRSA),213,46.1
Nova Scotia,2019,Methicillin Resistant Staphylococcus Aureus (MRSA),604,62.2
Western,2019,Mpox,0,0
Northern,2019,Mpox,0,0
Eastern,2019,Mpox,0,0
Central,2019,Mpox,0,0
Nova Scotia,2019,Mpox,0,0
Western,2019,Mumps,0,0
Northern,2019,Mumps,0,0
Eastern,2019,Mumps,0,0
Central,2019,Mumps,2,0.4
Nova Scotia,2019,Mumps,2,0.2
Western,2019,Pertussis,1,0.5
Northern,2019,Pertussis,0,0
Eastern,2019,Pertussis,0,0
Central,2019,Pertussis,5,1.1
Nova Scotia,2019,Pertussis,6,0.6
Western,2019,Plague,0,0
Northern,2019,Plague,0,0
Eastern,2019,Plague,0,0
Central,2019,Plague,0,0
Nova Scotia,2019,Plague,0,0
Western,2019,Pneumococcal Disease Invasive,16,8
Northern,2019,Pneumococcal Disease Invasive,12,8.1
Eastern,2019,Pneumococcal Disease Invasive,42,25.9
Central,2019,Pneumococcal Disease Invasive,55,11.9
Nova Scotia,2019,Pneumococcal Disease Invasive,125,12.9
Western,2019,Poliomyelitis,0,0
Northern,2019,Poliomyelitis,0,0
Eastern,2019,Poliomyelitis,0,0
Central,2019,Poliomyelitis,0,0
Nova Scotia,2019,Poliomyelitis,0,0
Western,2019,Powassan Virus Disease,0,0
Northern,2019,Powassan Virus Disease,0,0
Eastern,2019,Powassan Virus Disease,0,0
Central,2019,Powassan Virus Disease,0,0
Nova Scotia,2019,Powassan Virus Disease,0,0
Western,2019,Q-Fever,0,0
Northern,2019,Q-Fever,0,0
Eastern,2019,Q-Fever,0,0
Central,2019,Q-Fever,0,0
Nova Scotia,2019,Q-Fever,0,0
Western,2019,Rabies,0,0
Northern,2019,Rabies,0,0
Eastern,2019,Rabies,0,0
Central,2019,Rabies,0,0
Nova Scotia,2019,Rabies,0,0
Western,2019,Rubella,0,0
Northern,2019,Rubella,0,0
Eastern,2019,Rubella,0,0
Central,2019,Rubella,0,0
Nova Scotia,2019,Rubella,0,0
Western,2019,Salmonellosis,25,12.6
Northern,2019,Salmonellosis,15,10.1
Eastern,2019,Salmonellosis,19,11.7
Central,2019,Salmonellosis,71,15.4
Nova Scotia,2019,Salmonellosis,130,13.4
Western,2019,Severe Acute Respiratory Infection (SARI),0,0
Northern,2019,Severe Acute Respiratory Infection (SARI),0,0
Eastern,2019,Severe Acute Respiratory Infection (SARI),0,0
Central,2019,Severe Acute Respiratory Infection (SARI),0,0
Nova Scotia,2019,Severe Acute Respiratory Infection (SARI),0,0
Western,2019,Severe Acute Respiratory Syndrome (SARS),0,0
Northern,2019,Severe Acute Respiratory Syndrome (SARS),0,0
Eastern,2019,Severe Acute Respiratory Syndrome (SARS),0,0
Central,2019,Severe Acute Respiratory Syndrome (SARS),0,0
Nova Scotia,2019,Severe Acute Respiratory Syndrome (SARS),0,0
Western,2019,Shellfish Poisoning,0,0
Northern,2019,Shellfish Poisoning,0,0
Eastern,2019,Shellfish Poisoning,0,0
Central,2019,Shellfish Poisoning,0,0
Nova Scotia,2019,Shellfish Poisoning,0,0
Western,2019,Shigellosis,0,0
Northern,2019,Shigellosis,1,0.7
Eastern,2019,Shigellosis,0,0
Central,2019,Shigellosis,6,1.3
Nova Scotia,2019,Shigellosis,7,0.7
Western,2019,Smallpox,0,0
Northern,2019,Smallpox,0,0
Eastern,2019,Smallpox,0,0
Central,2019,Smallpox,0,0
Nova Scotia,2019,Smallpox,0,0
Western,2019,Syphilis - Infectious,2,1
Northern,2019,Syphilis - Infectious,8,5.4
Eastern,2019,Syphilis - Infectious,12,7.4
Central,2019,Syphilis - Infectious,35,7.6
Nova Scotia,2019,Syphilis - Infectious,57,5.9
Western,2019,Syphilis - Non-Infectious or Stage Pending,0,0
Northern,2019,Syphilis - Non-Infectious or Stage Pending,2,1.3
Northern,2020,Anthrax,0,0
Eastern,2019,Syphilis - Non-Infectious or Stage Pending,4,2.5
Central,2019,Syphilis - Non-Infectious or Stage Pending,20,4.3
Nova Scotia,2019,Syphilis - Non-Infectious or Stage Pending,26,2.7
Western,2019,Tetanus,0,0
Northern,2019,Tetanus,0,0
Eastern,2019,Tetanus,0,0
Central,2019,Tetanus,0,0
Nova Scotia,2019,Tetanus,0,0
Western,2019,Toxoplasmosis,0,0
Northern,2019,Toxoplasmosis,0,0
Eastern,2019,Toxoplasmosis,0,0
Central,2019,Toxoplasmosis,0,0
Nova Scotia,2019,Toxoplasmosis,0,0
Western,2019,Tuberculosis,0,0
Northern,2019,Tuberculosis,0,0
Eastern,2019,Tuberculosis,2,1.2
Central,2019,Tuberculosis,3,0.6
Nova Scotia,2019,Tuberculosis,5,0.5
Western,2019,Tularemia,0,0
Northern,2019,Tularemia,0,0
Eastern,2019,Tularemia,0,0
Central,2019,Tularemia,0,0
Nova Scotia,2019,Tularemia,0,0
Western,2019,Typhoid,0,0
Northern,2019,Typhoid,0,0
Eastern,2019,Typhoid,0,0
Central,2019,Typhoid,1,0.2
Nova Scotia,2019,Typhoid,1,0.1
Western,2019,Vancomycin resistant Enterococcus (VRE),5,2.5
Northern,2019,Vancomycin resistant Enterococcus (VRE),4,2.7
Eastern,2019,Vancomycin resistant Enterococcus (VRE),5,3.1
Central,2019,Vancomycin resistant Enterococcus (VRE),10,2.2
Nova Scotia,2019,Vancomycin resistant Enterococcus (VRE),24,2.5
Western,2019,Verotoxigenic E. coli,1,0.5
Northern,2019,Verotoxigenic E. coli,1,0.7
Eastern,2019,Verotoxigenic E. coli,0,0
Central,2019,Verotoxigenic E. coli,8,1.7
Nova Scotia,2019,Verotoxigenic E. coli,10,1
Western,2019,Viral Hemorrhagic Fever,0,0
Northern,2019,Viral Hemorrhagic Fever,0,0
Eastern,2019,Viral Hemorrhagic Fever,0,0
Central,2019,Viral Hemorrhagic Fever,0,0
Nova Scotia,2019,Viral Hemorrhagic Fever,0,0
Western,2019,West Nile Virus,0,0
Northern,2019,West Nile Virus,0,0
Eastern,2019,West Nile Virus,0,0
Central,2019,West Nile Virus,0,0
Nova Scotia,2019,West Nile Virus,0,0
Western,2019,Yellow Fever,0,0
Northern,2019,Yellow Fever,0,0
Eastern,2019,Yellow Fever,0,0
Central,2019,Yellow Fever,0,0
Nova Scotia,2019,Yellow Fever,0,0
Western,2019,Yersiniosis,0,0
Northern,2019,Yersiniosis,0,0
Eastern,2019,Yersiniosis,0,0
Central,2019,Yersiniosis,0,0
Nova Scotia,2019,Yersiniosis,0,0
Western,2020,Acquired Immune Deficiency Syndrome,0,0
Northern,2020,Acquired Immune Deficiency Syndrome,0,0
Eastern,2020,Acquired Immune Deficiency Syndrome,0,0
Central,2020,Acquired Immune Deficiency Syndrome,1,0.2
Nova Scotia,2020,Acquired Immune Deficiency Syndrome,1,0.1
Western,2020,Acute Flaccid Paralysis,0,0
Northern,2020,Acute Flaccid Paralysis,0,0
Eastern,2020,Acute Flaccid Paralysis,0,0
Central,2020,Acute Flaccid Paralysis,0,0
Nova Scotia,2020,Acute Flaccid Paralysis,0,0
Western,2020,Amebiasis,0,0
Northern,2020,Amebiasis,0,0
Eastern,2020,Amebiasis,0,0
Central,2020,Amebiasis,0,0
Nova Scotia,2020,Amebiasis,0,0
Western,2020,Anaplasmosis,0,0
Northern,2020,Anaplasmosis,0,0
Eastern,2020,Anaplasmosis,0,0
Central,2020,Anaplasmosis,0,0
Nova Scotia,2020,Anaplasmosis,0,0
Western,2020,Anthrax,0,0
Eastern,2020,Anthrax,0,0
Central,2020,Anthrax,0,0
Nova Scotia,2020,Anthrax,0,0
Western,2020,Babesiosis,0,0
Northern,2020,Babesiosis,0,0
Eastern,2020,Babesiosis,0,0
Central,2020,Babesiosis,0,0
Nova Scotia,2020,Babesiosis,0,0
Western,2020,Botulism,0,0
Northern,2020,Botulism,0,0
Eastern,2020,Botulism,0,0
Central,2020,Botulism,0,0
Nova Scotia,2020,Botulism,0,0
Western,2020,Brucellosis,0,0
Northern,2020,Brucellosis,0,0
Eastern,2020,Brucellosis,0,0
Central,2020,Brucellosis,0,0
Nova Scotia,2020,Brucellosis,0,0
Western,2020,Campylobacteriosis,72,36.1
Northern,2020,Campylobacteriosis,30,20.1
Eastern,2020,Campylobacteriosis,17,10.5
Central,2020,Campylobacteriosis,73,15.5
Nova Scotia,2020,Campylobacteriosis,192,19.6
Western,2020,Chlamydia,390,195.5
Northern,2020,Chlamydia,265,177.8
Eastern,2020,Chlamydia,335,207.7
Central,2020,Chlamydia,1169,247.6
Nova Scotia,2020,Chlamydia,2159,219.9
Western,2020,Cholera,0,0
Northern,2020,Cholera,0,0
Eastern,2020,Cholera,0,0
Central,2020,Cholera,0,0
Nova Scotia,2020,Cholera,0,0
Western,2020,Clostridium difficile,171,85.7
Northern,2020,Clostridium difficile,138,92.6
Eastern,2020,Clostridium difficile,206,127.7
Central,2020,Clostridium difficile,305,64.6
Nova Scotia,2020,Clostridium difficile,820,83.5
Western,2020,Creutzfeldt-Jakob Disease - Classic,0,0
Northern,2020,Creutzfeldt-Jakob Disease - Classic,0,0
Eastern,2020,Creutzfeldt-Jakob Disease - Classic,0,0
Central,2020,Creutzfeldt-Jakob Disease - Classic,0,0
Nova Scotia,2020,Creutzfeldt-Jakob Disease - Classic,0,0
Western,2020,Creutzfeldt-Jakob Disease - Unknown,0,0
Northern,2020,Creutzfeldt-Jakob Disease - Unknown,0,0
Eastern,2020,Creutzfeldt-Jakob Disease - Unknown,0,0
