"Data Table: Diabetes mellitus (types combined), excluding gestational diabetes, Age-standardized incidence rate, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Rate (per 100,000)","Standard Error","Lower 95%_CI","Upper 95%_CI","Rate CV (%)","Case counts","Population",
"Canada","Both sexes","Total","1+","2000–2001","717","1.8729","713","721","0.26","158765","28789440",
"Canada","Females","Total","1+","2000–2001","624","2.3736","620","629","0.38","74265","14586980",
"Canada","Males","Total","1+","2000–2001","824","2.9952","818","829","0.36","84500","14202455",
"Canada","Both sexes","Total","1+","2001–2002","732","1.8721","729","736","0.26","166155","29033745",
"Canada","Females","Total","1+","2001–2002","637","2.3751","633","642","0.37","77345","14710075",
"Canada","Males","Total","1+","2001–2002","842","2.9917","836","848","0.36","88810","14323665",
"Canada","Both sexes","Total","1+","2002–2003","748","1.8743","744","752","0.25","172930","29263750",
"Canada","Females","Total","1+","2002–2003","658","2.3920","653","662","0.36","81225","14829320",
"Canada","Males","Total","1+","2002–2003","851","2.9751","845","857","0.35","91705","14434425",
"Canada","Both sexes","Total","1+","2003–2004","728","1.8337","725","732","0.25","171130","29485475",
"Canada","Females","Total","1+","2003–2004","645","2.3503","640","649","0.36","80765","14942600",
"Canada","Males","Total","1+","2003–2004","824","2.9010","819","830","0.35","90370","14542885",
"Canada","Both sexes","Total","1+","2004–2005","765","1.8675","761","768","0.24","181870","29708595",
"Canada","Females","Total","1+","2004–2005","681","2.4036","676","686","0.35","86120","15056985",
"Canada","Males","Total","1+","2004–2005","860","2.9397","855","866","0.34","95750","14651610",
"Canada","Both sexes","Total","1+","2005–2006","794","1.8871","791","798","0.24","192325","29979330",
"Canada","Females","Total","1+","2005–2006","705","2.4247","700","710","0.34","90735","15197560",
"Canada","Males","Total","1+","2005–2006","896","2.9722","890","902","0.33","101590","14781770",
"Canada","Both sexes","Total","1+","2006–2007","833","1.9203","829","837","0.23","203385","30053525",
"Canada","Females","Total","1+","2006–2007","727","2.4484","723","732","0.34","94350","15245290",
"Canada","Males","Total","1+","2006–2007","953","3.0438","947","959","0.32","109030","14808225",
"Canada","Both sexes","Total","1+","2007–2008","784","1.8446","780","787","0.24","194610","30180035",
"Canada","Females","Total","1+","2007–2008","681","2.3496","677","686","0.34","89680","15317740",
"Canada","Males","Total","1+","2007–2008","900","2.9245","894","906","0.32","104935","14862295",
"Canada","Both sexes","Total","1+","2008–2009","773","1.7985","769","776","0.23","198755","30902815",
"Canada","Females","Total","1+","2008–2009","673","2.2933","669","678","0.34","91620","15687460",
"Canada","Males","Total","1+","2008–2009","885","2.8469","880","891","0.32","107135","15215350",
"Canada","Both sexes","Total","1+","2009–2010","816","1.8285","812","819","0.22","213615","31185775",
"Canada","Females","Total","1+","2009–2010","709","2.3306","704","713","0.33","98015","15834595",
"Canada","Males","Total","1+","2009–2010","937","2.8955","931","943","0.31","115600","15351180",
"Canada","Both sexes","Total","1+","2010–2011","754","1.7375","750","757","0.23","201525","31536930",
"Canada","Females","Total","1+","2010–2011","651","2.2089","647","656","0.34","91880","16012655",
"Canada","Males","Total","1+","2010–2011","870","2.7555","865","875","0.32","109650","15524280",
"Canada","Both sexes","Total","1+","2011–2012","723","1.6784","719","726","0.23","197330","31882540",
"Canada","Females","Total","1+","2011–2012","627","2.1383","623","631","0.34","90410","16184335",
"Canada","Males","Total","1+","2011–2012","831","2.6574","826","836","0.32","106920","15698200",
"Canada","Both sexes","Total","1+","2012–2013","671","1.5925","668","674","0.24","187830","32256800",
"Canada","Females","Total","1+","2012–2013","578","2.0238","574","582","0.35","85430","16366940",
"Canada","Males","Total","1+","2012–2013","775","2.5238","770","780","0.33","102395","15889850",
"Canada","Both sexes","Total","1+","2013–2014","682","1.5835","679","685","0.23","195095","32611865",
"Canada","Females","Total","1+","2013–2014","591","2.0181","587","595","0.34","89095","16540075",
"Canada","Males","Total","1+","2013–2014","785","2.5050","781","790","0.32","106000","16071785",
"Canada","Both sexes","Total","1+","2014–2015","667","1.5465","664","670","0.23","194725","32906845",
"Canada","Females","Total","1+","2014–2015","577","1.9709","573","581","0.34","88630","16687315",
"Canada","Males","Total","1+","2014–2015","770","2.4461","765","774","0.32","106090","16219520",
"Canada","Both sexes","Total","1+","2015–2016","663","1.5194","660","666","0.23","197780","33195955",
"Canada","Females","Total","1+","2015–2016","569","1.9315","566","573","0.34","89370","16833635",
"Canada","Males","Total","1+","2015–2016","768","2.4063","763","773","0.31","108415","16362330",
"Canada","Both sexes","Total","1+","2016–2017","666","1.5035","663","669","0.23","202620","33549775",
"Canada","Females","Total","1+","2016–2017","574","1.9158","570","578","0.33","91780","17012165",
"Canada","Males","Total","1+","2016–2017","770","2.3757","766","775","0.31","110835","16537605",
"Canada","Both sexes","Total","1+","2017–2018","644","1.4602","641","646","0.23","199205","33908085",
"Canada","Females","Total","1+","2017–2018","553","1.8596","549","557","0.34","89925","17190545",
"Canada","Males","Total","1+","2017–2018","746","2.3074","741","750","0.31","109280","16717535",
"Canada","Both sexes","Total","1+","2018–2019","649","1.4491","646","651","0.22","204385","34350240",
"Canada","Females","Total","1+","2018–2019","551","1.8363","548","555","0.33","91205","17408430",
"Canada","Males","Total","1+","2018–2019","759","2.2988","754","763","0.30","113185","16941815",
"Canada","Both sexes","Total","1+","2019–2020","660","1.4445","657","663","0.22","212255","34868495",
"Canada","Females","Total","1+","2019–2020","563","1.8347","559","566","0.33","95000","17664900",
"Canada","Males","Total","1+","2019–2020","770","2.2863","766","775","0.30","117250","17203590",
"Canada","Both sexes","Total","1+","2020–2021*","605","1.3712","603","608","0.23","197280","34922260",
"Canada","Females","Total","1+","2020–2021*","521","1.7517","517","524","0.34","88970","17696660",
"Canada","Males","Total","1+","2020–2021*","701","2.1591","697","705","0.31","108310","17225600",
"Canada","Both sexes","Total","1+","2021–2022*","703","1.4629","700","706","0.21","233130","35495695",
"Canada","Females","Total","1+","2021–2022*","619","1.8922","615","622","0.31","107560","17975815",
"Canada","Males","Total","1+","2021–2022*","798","2.2790","794","803","0.29","125570","17519880",
"Canada","Both sexes","Total","1+","2022–2023*","736","1.4823","733","738","0.20","248640","36345580",
"Canada","Females","Total","1+","2022–2023*","653","1.9251","649","657","0.29","115865","18398945",
"Canada","Males","Total","1+","2022–2023*","830","2.3021","825","834","0.28","132775","17946630",
"Canada","Both sexes","Total","1+","2023–2024","753","1.4821","750","756","0.20","260850","37244020",
"Canada","Females","Total","1+","2023–2024","673","1.9324","669","677","0.29","122225","18840805",
"Canada","Males","Total","1+","2023–2024","844","2.2930","840","849","0.27","138625","18403210",
"Newfoundland and Labrador","Both sexes","Total","1+","2000–2001","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2000–2001","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2000–2001","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2001–2002","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2001–2002","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2001–2002","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2002–2003","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2002–2003","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2002–2003","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2003–2004","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2003–2004","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2003–2004","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2004–2005","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2004–2005","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2004–2005","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2005–2006","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2005–2006","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2005–2006","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2006–2007","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2006–2007","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2006–2007","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2007–2008","","","","","","","",
"Newfoundland and Labrador","Females","Total","1+","2007–2008","","","","","","","",
"Newfoundland and Labrador","Males","Total","1+","2007–2008","","","","","","","",
"Newfoundland and Labrador","Both sexes","Total","1+","2008–2009","823","14.4663","795","852","1.76","3505","491005",
"Newfoundland and Labrador","Females","Total","1+","2008–2009","756","19.1425","719","795","2.53","1665","248330",
"Newfoundland and Labrador","Males","Total","1+","2008–2009","896","22.1154","853","941","2.47","1840","242670",
"Newfoundland and Labrador","Both sexes","Total","1+","2009–2010","848","14.4679","820","877","1.71","3710","493570",
"Newfoundland and Labrador","Females","Total","1+","2009–2010","795","19.4209","757","834","2.44","1780","249315",
"Newfoundland and Labrador","Males","Total","1+","2009–2010","903","21.7328","861","948","2.41","1925","244245",
"Newfoundland and Labrador","Both sexes","Total","1+","2010–2011","844","14.2338","816","873","1.69","3775","495285",
"Newfoundland and Labrador","Females","Total","1+","2010–2011","776","18.8806","740","814","2.43","1790","250055",
"Newfoundland and Labrador","Males","Total","1+","2010–2011","920","21.8166","878","964","2.37","1985","245235",
"Newfoundland and Labrador","Both sexes","Total","1+","2011–2012","819","13.8503","792","847","1.69","3735","496365",
"Newfoundland and Labrador","Females","Total","1+","2011–2012","749","18.3595","713","786","2.45","1750","250720",
"Newfoundland and Labrador","Males","Total","1+","2011–2012","898","21.2084","857","941","2.36","1980","245635",
"Newfoundland and Labrador","Both sexes","Total","1+","2012–2013","774","13.3020","748","801","1.72","3595","496215",
"Newfoundland and Labrador","Females","Total","1+","2012–2013","702","17.5342","668","737","2.50","1675","250825",
"Newfoundland and Labrador","Males","Total","1+","2012–2013","849","20.2694","810","891","2.39","1915","245385",
"Newfoundland and Labrador","Both sexes","Total","1+","2013–2014","771","13.1203","745","797","1.70","3630","495020",
"Newfoundland and Labrador","Females","Total","1+","2013–2014","686","17.0994","653","720","2.49","1670","250180",
"Newfoundland and Labrador","Males","Total","1+","2013–2014","862","20.2229","823","903","2.35","1960","244845",
"Newfoundland and Labrador","Both sexes","Total","1+","2014–2015","814","13.3317","788","840","1.64","3895","491760",
"Newfoundland and Labrador","Females","Total","1+","2014–2015","723","17.3881","689","758","2.41","1785","248695",
